@RELATION psd
@ATTRIBUTE id integer
@ATTRIBUTE text string
@ATTRIBUTE class {E,D}

@DATA
12, ' Autonomias regionais será o tema do 44.º aniversário do Partido Social Democrata. Beja foi a cidade escolhida para, em 11 e 12 de maio, receber as comemorações dos social-democratas.Os históricos líderes das regiões autónomas dos Açores e da Madeira, João Bosco Mota Amaral e Alberto João Jardim, serão homenageados no evento que assinala o 44.º aniversário da fundação do PSD.Nas primeiras eleições legislativas regionais que decorreram em Portugal, em junho de 1976, o PSD alcançou vitórias históricas pelas mãos de Mota Amaral e Alberto João Jardim, protagonistas da afirmação da social-democracia nas duas regiões autónomas e do desenvolvimento de Açores e Madeira nos muitos anos em que lideraram os governos regionais.Com eleições legislativas regionais a decorrer, na Madeira, em 2019 e, nos Açores, em 2020, o PSD olha para o seu papel como Partido definidor das autonomias regionais, reafirmando o seu protagonismo no aprofundamento das mesmas com o objetivo cimeiro de servir as populações açoriana e madeirense.Beja foi escolhida para receber as comemorações do aniversário. Aquela cidade do interior personifica alguns dos maiores desafios de Portugal no presente, designadamente a necessária reforma da descentralização.O PSD chamará a atenção para essa agenda, enquanto recorda ainda uma cidade com peso histórico nestes 44 anos de existência do partido. A sessão solene das comemorações, a 12 de maio, terá lugar no Teatro Municipal Pax Julia, onde, em abril de 1975, um comício do então PPD foi interrompido por forças radicais. O agora Presidente da República, Marcelo Rebelo de Sousa, participava nesse comício.O programa do aniversário incluirá ainda visitas e reuniões no distrito de Beja. Serão oradores os homenageados, João Bosco Mota Amaral e Alberto João Jardim; Francisco Pinto Balsemão, fundador e militante n.º1; e o presidente da Comissão Política Nacional, Rui Rio.O militante fundador do PSD em Beja, Marciano Lopes, é o comissário para as comemorações.O programa do 44.º aniversário foi apresentado pela direção nacional do partido e aprovada em Comissão Política Nacional, a 28 de março.', 'D'
13, ' Carlos Coelho esteve esta terça-feira na Assembleia da República, onde falou da reforma do Sistema de Informação de Schengen (SIS), pelo qual é responsável, assim como do relatório anual sobre o funcionamento do espaço Shengen, que está a ser feito pela primeira vez.O eurodeputado do PSD explicou aos deputados em que consiste a reforma do SIS, que atualmente é o melhor instrumento de cooperação policial e judicial, que pode e deve ser melhorado. A reforma deste sistema tornará mais eficaz o combate ao terrorismo e melhorará a proteção das crianças, com novos alertas. Prevê-se ainda uma introdução real do uso de dados biométricos, assim como uma "maior rapidez" nos gabinetes SIRENE (Supplementary Information Request at National Entry), responsáveis pela troca de informações suplementares a nível nacional, não devendo demorar mais de 12 hora. Também a introdução de todas as decisões de retorno é um dos pontos-chave desta reforma. ? O SIS é o sistema que assegura a partilha de informações e alertas sobre pessoas e sobre objetos entre forças policiais e de segurança, incluindo nas fronteiras. Funciona 365 dias por ano e 24 horas por dia, tem uma capacidade de resposta de fração de segundos às pesquisas efetuadas.  O eurodeputado do PSD apelidou Schengen como sinónimo de liberdade de circulação, relembrando que Portugal esteve sempre na primeira linha deste projeto. Para Carlos Coelho, os cidadãos comunitários reconhecem que Schengen é uma das principais conquistas do projeto europeu.', 'D'
14, 'Os deputados do Partido Social Democrata confrontaram, esta terça-feira, o ministro das Finanças com situações prementes. Foram, assim, assinalados os pecados capitais da atual solução governativa e denunciadas as promessas que não têm passado disso mesmo. Foi dado, ainda, destaque às consequências para os contribuintes de medidas adotadas na banca António Leitão Amaro denunciou pecados capitais do atual ExecutivoVimos como o ministro das Finanças engoliu os seus colegas de Governo e domesticou os deputados do PC, do PCP e do Bloco, eles são todos Centeno, criticou esta terça-feira o vice-presidente do Grupo Parlamentar do PSD António Leitão Amaro, em audição a Mário Centeno.Salientando que o PSD reconhece que os números do défice, do crescimento e do emprego são melhores do que em 2016, afirmou: mas não estamos satisfeitos nem com o resultado, nem com o caminho adotado. Criticando a estratégia de quem governa, António Leitão Amaro denunciou aquilo que definiu como pecados capitais.   Carlos Silva: Aumento das comissões na CGD ou Novo Banco motivaram questões O deputado Carlos Silva questionou o ministro das Finanças a propósito do aumento das comissões na Caixa Geral de Depósitos (CGD). Já vai no terceiro aumento no espaço de um ano, assinalou para logo perguntar: onde é que isto vai parar?.Referiu-se, também, ao Novo Banco para lembrar que, após a venda, foi dito pelo primeiro-ministro de que não haverá qualquer consequência para os contribuintes. Contudo, é do conhecimento público de que o Estado terá de encaixar dinheiro, pelo que voltou a questionar: onde é que isto vai parar.   Inês Domingos: Governo derrete dinheiro dos contribuintes nos bancosInês Domingos, por sua vez, interpelou Mário Centeno a propósito do malparado. Onde ficou a promessa, tantas vezes repetida de que iria fazer um veículo para o malparado?, perguntou, depois de ter assinalado que em dois anos não foram tomadas medidas neste âmbito.Após ter denunciado que reina a maior confusão na supervisão do sistema financeiro, acusou o Executivo de estar a derreter muito dinheiro dos contribuintes nos bancos.   Sara Madruga da Costa: Para quando um pedido de desculpas?A deputada Sara Madruga da Costa referiu que os mais recentes números do INE desmentem as acusações infundadas feitas pelo primeiro-ministro e pelo líder parlamentar do PS à Madeira. Quis, assim, questionar: Para quando um pedido de desculpas?. Aproveitou, ainda, para lembrar que o Executivo não tem executado os compromissos assumidos para com a Região Autónoma.   António Ventura: Continuamos no reino das palavrasO social-democrata António Ventura, depois de ter elencado uma série de situações prementes nos Açores (como disso é exemplo a descontaminação dos solos da Ilha Terceira), denunciou que o Governo se desdobra em promessas. Continuamos no reino das palavras, disse para, logo, perguntar: até ao fim da legislatura vai haver realização dos compromissos assumidos?   Jorge Paulo Oliveira: Conselho de Coordenação Financeira não tem reunidoJorge Paulo Oliveira disse que, desde que o atual Executivo tomou posse, o Conselho de Coordenação Financeira nunca reuniu. Porque razão o Governo não cumpre a lei?, questionou. Não está minimamente interessado para ouvir as autarquias locais conforme está obrigado?, continuou.   Duarte Pacheco: Mário Centeno primou pela falta de seriedadeDuarte Pacheco conclui dizendo que Mário Centeno levou esta terça-feira ao Parlamento um discurso lamentável, com falta de seriedade, mesmo a roçar o ridículo. Por isso, desafiou-o a ser sério e a admitir a forma como o défice foi alcançado. Quando não há argumentos a falta de seriedade vem ao de cima, finalizou. ', 'D'
15, 'O Conselho Estratégico Nacional (CEN) constitui um órgão de aconselhamento de questões nacionais, tem uma natureza consultiva e funciona junto do Presidente da Comissão Política Nacional. O CEN integra uma Comissão Permanente composta pelo Presidente, os Coordenadores e Porta-vozes das secções temáticas nacionais e por uma Comissão Consultiva, que integra militantes e personalidades independentes de reconhecido mérito e competência. O Conselho Estratégico Nacional funciona com 16 secções temáticas: Relações Externas; Assuntos Europeus; Defesa Nacional; Finanças Públicas; Reforma do Estado, Autonomias e Descentralização; Segurança Interna e Proteção Civil; Justiça, Cidadania e Igualdade; Infraestruturas e Coesão do Território; Economia, Trabalho e Inovação; Agricultura, Alimentação e Florestas; Ambiente, Energia e Natureza; Assuntos do Mar; Solidariedade e Sociedade de Bem-estar; Saúde; Educação, Cultura, Juventude e Desporto; e Ensino Superior, Ciência e Tecnologia.Consulte o organigrama , as normas de funcionamento e a deliberação da Comissão Política Nacional 


 ', 'D'
16, ' Depois de o vice-presidente do Grupo Parlamentar do PSD Adão Silva ter afirmado, na Assembleia da República, que, atualmente, o Serviço Nacional de Saúde [SNS] vive numa crise crescente que tem de ser rapidamente ultrapassada, vieram a público informações que indicam que há um agravamento do défice e mais dívidas vencidas.Em 30 hospitais e centros hospitalares, 27 não reduziram, até outubro de 2017, as dívidas a fornecedores a mais de 90 dias. Segundo a Administração Central do Sistema de Saúde (ACSS),a dívida total vencida rondava os 1,4 milhões de euros, representando um aumento de 30% comparativamente com o mesmo período em 2016.O social-democrata, no debate de urgência que decorreu na quinta-feira por iniciativa do PSD, acusava a atual solução governativa de privilegiar a prosápia, em detrimento do cumprimento daquilo que prometeu no seu programa: melhorar a qualidade dos cuidados de saúde. Prosápia no Governo do Partido Socialista e dos seus parceiros do Bloco de Esquerda e do Partido Comunista que aprovaram já três orçamentos, visivelmente, inadequados para o SNS, especificou o vice-presidente da bancada parlamentar. Adão Silva foi, ainda, mais claro: inadequados, sim, e por isso a dívida e os pagamentos em atraso no SNS continuam a derrapar.  ', 'D'
17, ' Rui Rio desafia o Governo a explicar aos portugueses o motivo pelo qual foi injetado tanto dinheiro na Caixa Geral de Depósitos. Todos sabemos que estão em causa imparidades, mas elas resultam da concessão de crédito atribuído pelo banco público a alguns clientes. Era bom que soubéssemos quem é que usufruiu desse crédito malparado em valores astronómicos, concretiza o Presidente do PSD.Rui Rio alerta que o orçamento aprovado não é o orçamento executado, porque há uma série de cativações que o ministro das Finanças está a fazer. O PSD desconhece se a despesa que está inscrita é real ou se o Governo está a acumular e esconder faturas na gaveta. Há uma série de operações não contabilizadas e, por exemplo, as dívidas do Serviço Nacional de Saúde estão a crescer.O Presidente do PSD quer um défice em 2018 inferior a 0,9% e não menos que 3% do PIB. Pede um programa de racionalização da despesa pública que permita começar a fazer uma redução progressiva da carga fiscal.Sobre o sentido de voto do Orçamento do Estado para 2019, Rui Rio esclarece: O PS teria de fazer uma inversão brutal do que é um governo do Partido Socialista apoiado pela esquerda. ', 'D'
18, ' No debate de urgência marcado pelo PSD, foram recordadas as dificuldades vividas pelas populações no terreno. Os social-democratas deram, assim, voz aos portugueses e desafiaram o ministro da Saúde a impor-se à política de restrição levada a cabo por Mário Centeno. Foram claros nas críticas: o caos resulta de políticas promovidas por PS, PCP e BE Hoje o Serviço Nacional de Saúde [SNS] vive numa crise crescente que tem de ser rapidamente ultrapassada. O alerta foi deixado, esta quinta-feira na Assembleia da República, por Adão Silva. Elencando uma série de situações – que o PSD tem denunciado – como intoleráveis e inaceitáveis, o vice-presidente do Grupo Parlamentar do PSD salientou que o mais surpreendente, ou porventura não, é que todo este panorama de degradação ocorra com um Governo cujo programa promete ‘melhorar a qualidade dos cuidados de saúde.No debate de urgência a propósito da Situação da Saúde em Portugal marcado após a reunião do Presidente do PSD com a Ordem dos Médicos, o vice-presidente da bancada acusou o Executivo de se dedicar apenas à prosápia e alargou as críticas aos partidos que o suportam, já que há três anos que aprovam orçamentos inadequados para o SNS.Para Adão Silva, a situação do setor reflete uma má governação, já que o ministro que tutela a pasta não toma medidas, nem encontra soluções. Destacou que, em contrapartida, o decisor parece ser o ministro das Finanças. O ministro da Saúde não existe, apontou, dizendo estar reduzido a um mero protetorado do Imperador Centeno que, com total insensibilidade social, põe e dispõe.O social-democrata foi claro ao salientar que para este Governo, as pessoas e os doentes são apenas números frios, secos, implacáveis, que podem curar orçamentos, mas não curam os portugueses.   Ricardo Baptista Leite: Se o primeiro-ministro não assume a Saúde como prioridade, assuma o senhorRecorrendo à própria intervenção do ministro da Saúde em plenário, Ricardo Baptista Leite alertou: os portugueses estão cada vez mais doentes. Reforçou o caos em que se encontra o SNS para, logo depois, assinalar que, apesar de o Governo ter prometido acabar com a precariedade, não cumpriu a promessa, tem aumentado o gasto em médicos tarefeiros, o que se tem refletido no funcionamento das equipas de saúde.O social-democrata classificou de penso rápido os grupos de trabalho a que o Executivo tem recorrido perante as interpelações da oposição e a situação do SNS e afirmou: o Governo, basicamente, não tem estratégia para a Saúde, então cria um grupo de trabalho.Se o primeiro-ministro não assume a Saúde como prioridade, assuma o senhor, desafiou num repto dirigido a Adalberto Campos Fernandes. Garantiu, assim, que o PSD continuará a exigir ação e a defender, intransigentemente, o SNS em nome dos portugueses.   Fátima Ramos levou a plenário dificuldades sentidas em vários pontos do PaísEleita pelo círculo de Coimbra, Fátima Ramos levou a plenário situações vividas em Miranda, Penela, Tábua (onde faltam, por exemplo, toalhas de papel, aquecimento ou gás) para questionar: é isto que é a aposta nos cuidados saúdes primários?. Não esqueceu Oliveira do Hospital, sobretudo as pessoas que, à noite, são levadas para localidades mais distantes, sempre que necessitam de recorrer às urgências.A social-democrata, falou ainda da degradação que se vive no Centro de Saúde de Fernão Magalhães, em Coimbra. E na mesma cidade, apontou os alertas que têm sido deixados pelos próprios profissionais de saúde e que indicam a possibilidade de colapso da Maternidade Bissaya Barreto. Não esquecer o cenário de guerra que aparenta ser o serviço de urgências no Porto.Lembrando que o SNS é essencial, sobretudo, para as pessoas de parcos recursos e as terras do interior, deixou um desafio ao ministro da Saúde, em jeito de crítica: não seja Centeno, olhe para as pessoas.   Simão Ribeiro: Para nós, os utentes estão primeiroO social-democrata Simão Ribeiro foi explícito ao afirmar, no encerramento do debate de urgência queo que hoje está em causa são os resultados das políticas do PS, PCP e BE. Destacou, assim, que para o Governo socialista, o SNS está hoje muito melhor do que em 2015. E elencou, logo de seguida, as questões levantadas pelos portugueses e que têm que ver com aumento do tempo médio de espera para consulta; aumento do tempo de espera em urgências hospitalares ou, ainda, o não acesso a medicamentos ou tratamentos.Acusou Adalberto Campos Fernandes de não ter poderes reais, dizendo mesmo que se trata já de irrelevância política. Sempre que cá vem anuncia medidas e investimento e, depois, o resultado é nada, propaganda política pura que [PSD] denunciamos, especificou.Simão Ribeiro defendeu, ainda, que PCP e BE fingem que nada têm que ver com os resultados. Atribui-lhes, assim, descaramento político, na medida em que, por vezes, aparentam ser partidos da oposição.Ao salientar que ministro e Executivo têm falhado, o deputado garantiu: aqui estará o PSD para erguer a sua voz e defender os utentes do SNS, porque sim, para nós, os utentes estão primeiro. ', 'D'
19, ' Congelar o salário dos funcionários públicos num ano de maior crescimento económico é austeridade encapotada, é austeridade gratuita, acusa a deputada do PSD, Carla Barros, em declarações ao PSD TV. A deputada pede respostas claras: Por que razão o Governo não quer atualizar os salários dos funcionários públicos?A explicação, segundo Carla Barros, é simples: Porque, para isso, o Governo teria de sacrificar o défice. O PSD reconhece o contributo dos funcionários públicos para tirar o país da bancarrota. E o Governo está também a faltar à promessa de modernizar a administração pública. ', 'D'
20, ' Para o PSD, o relatório da Comissão Técnica Independente sobre os incêndios arrasou este Governo. Carlos Peixoto quis deixar uma palavra de enorme apreço aos bombeiros que, segundo destacou, fizeram tudo o que estava ao seu alcance O relatório [da Comissão Técnica Independente] é muito claro: se o combate tivesse sido pronto e rápido, se a vigilância aérea estivesse ativa e a funcionar, a propagação era travada e as consequências brutalmente minimizadas, disse esta quarta-feira em plenário o vice-presidente do Grupo Parlamentar do PSD (GPPSD) Carlos Peixoto a propósito dos incêndios de outubro. Referiu, assim, que é uma vergonha para o País a existência de um estudo independente que dá conta da falta de meios, de investimento, de coordenação, de vigilância, de prontidão no combate, de armada aérea, de mobilização dos meios por descontinuidade.O deputado quis, por isso, assinalar que, e em contrapartida, os bombeiros fizeram tudo o que estava ao seu alcance e que, por isso mesmo, merecem uma palavra de enorme apreço, gratidão e de justíssimo reconhecimento. E desafiou o Executivo a reformar, atuar e governar. Não cativem, não façam na Proteção Civil o que estão a fazer em todo o investimento público, salientou, acrescentando: não continuem a cativar o futuro do País. Governo agiu com soberba, em vez de assumir responsabilidadeReferindo tratar-se de um relatório isento e imparcial, Carlos Peixoto destacou que arrasou este Governo. Defendeu que, depois de ter sido divulgado, se esperava que uma voz humilde de um membro do Governo (especialmente do seu líder porque a importância justificava isso mesmo) viesse aqui assumir perante os portugueses a sua responsabilidade e se vergasse perante as vítimas e as suas famílias.O vice-presidente da bancada parlamentar acusou o Executivo de ter agido com soberba, já que em vez de assumir que não fez o que devia, culpou em primeiro lugar o poder da natureza, depois apontou o dedo à EDP, insurgiu-se contra os proprietários das matas. As críticas do social-democrata foram ainda mais longe: já em desespero ensaiou uma coreografia de fim de semana com um simulacro da limpeza da floresta [ocorrida este sábado].Carlos Peixoto lembrou, em plenário, que a atual solução governativa, não tendo aprendido a lição dos incêndios de Pedrógão, ignorou os avisos que indicavam que outubro era um mês de risco elevado. Reduziu 30 meios aéreos, 3445 bombeiros, encerrou inúmeros postos de vigia, pré-posicionou os meios que sobraram em locais errados. Antes disso até já tinha nomeado para cargos dirigentes, comandantes sem formação, precisou.Salientando que os incêndios de outubro são um reflexo da passividade e incompetências de gestão manifestadas por quem governa, o social-democrata referiu: não pensem que sublinhamos este torpor com o oportunismo fácil muitas vezes associado aos partidos da oposição. ', 'D'
21, ' Na véspera do debate de urgência marcado pelo PSD sobre a Situação da Saúde em Portugal (a decorrer sexta-feira a partir das 9h30 na Assembleia da República), deputados do PSD questionam o Governo sobre várias situações preocupantes em todo o País.  O objetivo do debate é denunciar a situação preocupante que o sistema público de saúde atravessa. Temos graves problemas no Serviço Nacional de Saúde: falta de profissionais, contestação permanente pela parte de todos, queixas das administrações de todos os hospitais, explicou o líder parlamentar.Durante a tarde desta quinta-feira, Fernando Negrão efetuou uma visita às instalações do IPO de Lisboa. O presidente da bancada social-democrata ouviu as preocupações dos responsáveis clínicos sobre atividade cirúrgica neste centro de referência oncológica em Portugal.Fernando Negrão lamenta que o Ministério da Saúde não dê resposta para os problemas relacionados com a ampliação da unidade. Tocámos num ponto importante: tem que ver com bloco operatório. O Governo anterior concedeu cinco milhões de euros para a sua modernização. Só dois anos depois é que este hospital conseguiu obter autorização para a realização da obra, apontou Fernando Negrão.   ', 'D'
22, ' O PSD considera que a posição do Governo em relação à Rússia é tímida e condicionada pelos partidos de extrema-esquerda. Fernando Negrão entende que o Governo português se revela refém das orientações do PCP e o BE, que estão do lado errado e historicamente sempre foram contrários à União Europeia. Queremos crer que o PS, que foi sempre um partido atlantista, regressará à sua posição de partido defensor da União Europeia e da posição euro-atlântica, apelou o líder parlamentar.Fernando Negrão anunciou, ainda,  que o PSD vai avançar com um requerimento para a audição urgente do senhor ministro dos Negócios Estrangeiros para esclarecimentos na Assembleia da República sobre o caso Skripal. ', 'D'
